questId,title,detail,category,type
1020,【期間限定任務】「第三戦隊」緊急展開！,第三戦隊「金剛」「比叡」「榛名」「霧島」の2隻以上を含む高速戦艦部隊で、南西諸島防衛線、<br>南西諸島近海、バシー海峡、カレー洋海域に出撃！同海域の敵を捕捉、これを蹴散らせッ！,10,4
1018,「第三戦隊」第二小隊、鉄底海峡へ！,第三戦隊第二小隊「比叡」「霧島」を基幹とし、随伴に駆逐艦2隻以上を含む艦隊で、南方海域前面、<br>サブ島沖海域、サーモン海域、サーモン海域北方へ展開！敵主力を捜索、これを痛撃せよ！,10,5
1017,「第二駆逐隊(後期編成)」、出撃せよ！,夕雲型駆逐艦「早霜」「秋霜」「朝霜」「清霜」のうち1隻が旗艦、他2隻以上を含む艦隊で鎮守府海域<br>南西諸島沖、鎮守府近海、さらに東部オリョール海に反復出撃！敵艦隊を捕捉、これを撃滅せよ！,10,4
1143,「霧島改二丙」改装工廠任務,"旗艦「霧島改二丙」第一スロに「35.6cm連装砲改二」(★+8以上)装備。「35.6cm連装砲」x8を<br>廃棄。「35.6cm連装砲改」x1、新型砲熕兵装資材x2、鋼材7,800、新型兵装資材x2準備！",11,4
376,「第三戦隊」精鋭第二小隊、特別演習！,【第三戦隊演習】第三戦隊精鋭第二小隊「比叡改二/丙」「霧島改二/丙」を基幹とし、随伴に軽巡1隻、<br>駆逐艦2隻以上を含む演習艦隊で、本日中に演習【S判定】勝利5回以上を達成せよ！,3,4
1019,激闘！「第三戦隊」精鋭第二小隊！,「比叡改二丙」「霧島改二丙」を基幹とし、随伴に夕雲型2隻以上または白露型2隻以上を含む艦隊で<br>サーモン海域北方、KW環礁沖海域、カレー洋リランカ島沖に展開！反復出撃により敵を撃滅せよ！,10,4
377,「第二駆逐隊(後期編成)」、練度向上！,【後期二駆演習】「早霜」「秋霜」「清霜」の1隻を旗艦、僚艦に「早霜」「秋霜」「清霜」「朝霜」2隻を<br>含む後期編成の夕雲型第二駆逐隊を含む艦隊で、本日中に演習【S判定】勝利4回以上を達成せよ！,3,5
984,【期間限定任務】12年目の秋、南瓜祭り始め！,「朧」「鵜来」「稲木」「夕立」「朝潮」「清霜」「瑞鳳改二/乙」を旗艦及び僚艦に伴う艦隊で、製油所<br>地帯沿岸、南西諸島防衛線、鎮守府近海に出撃！敵艦隊を捜索、これを殲滅せよ！　Trick or Treat！,9,4
1021,「早霜改二」見ているだけでは…ありません！,「早霜改二」旗艦、僚艦に「清霜」または「秋霜」を含む夕雲型第二駆逐隊を中核とした精鋭艦隊で、<br>沖ノ島沖、サーモン海域、タウイタウイ泊地沖(深部)、昭南本土航路の敵主力と交戦、これを撃滅せよ！,10,4
359,Halloween艦隊 特別強襲演習！,「朧」「野分」「朝潮」「夕立」「浜波」「早波」「鵜来」「稲木」「伊47」「伊201」「Johnston」<br>「熊野丸」「瑞鳳改二/乙」4隻以上を含むHalloween艦隊で、本日中に演習で【A判定】以上を5回達成せよ！,3,4
985,【期間限定任務】礼号作戦部隊、西へ！,【南瓜礼号作戦】「霞」「足柄」「大淀」「朝霜」「清霜」のうち3隻以上を含む艦隊を編成、西方海域へ<br>展開！ジャム島沖、カレー洋海域、リランカ島に遊弋する敵艦隊を捕捉撃滅せよ！艦隊、西へ！,9,4
1119,【期間限定】Halloweenの南瓜、食べりゅ?,「小口径主砲」「中口径主砲」「水上偵察機」各x6を廃棄、「20.3cm連装砲」x5、「九九式艦爆」<br>x5、家具コイン1031を準備せよ！(任務達成後、準備した装備・家具コインは消費します),11,2
986,【期間限定任務】南瓜祭り艦隊、南西諸島へ！,「Maestrale」「Grecale」「Libeccio」「Scirocco」「Roma」「迅鯨」「朧」「巻波」のうち3隻以上<br>を含む艦隊で、バシー海峡、東部オリョール海、沖ノ島海域の敵戦力を殲滅せよ！　Happy Halloween！,9,4
987,【限定週間任務】秋の南瓜祭り、おかわりっ！,「迅鯨」「伊201」「伊47」3隻、丁型海防艦3隻、または「阿武隈」「Brooklyn」「Johnston」3隻を含む<br>艦隊で、鎮守府近海、南西諸島近海、モーレイ海、中部海域哨戒線に展開、各海域を哨戒せよ！,9,2
1002,【期間限定任務】南瓜祭り2024、拡張作戦！,「鵜来」「稲木」「朧」「夕立」「朝潮」「野分」「巻波」「浜波」「早波」「阿武隈」「瑞鳳」のうち3隻<br>以上を含む艦隊で鎮守府近海、沖ノ島海域、ジャワ島沖、サーモン海北方の敵主力と交戦、これを撃滅せよ！,10,4
866,秋刀魚漁：鎮守府秋刀魚祭り開幕だね。頑張ろう！,【秋刀魚漁】さぁ、今年も鎮守府秋刀魚祭りが始まったよ。鎮守府海域や北方海域の秋刀魚漁漁場に展開！<br>ボクらも秋刀魚漁に協力し、新鮮な旬の「秋刀魚」を4尾獲得しよう！探照灯を忘れずに！衝突禁止ッ！,8,4
959,【鎮守府秋刀魚祭り】本格作戦準備！,軽巡(含む練習巡洋艦)・工作艦・特務艦・潜水母艦を旗艦とした艦隊で、南西諸島沖、製油所地帯沿岸、<br>南西諸島防衛線、鎮守府近海を反復哨戒！鎮守府海域の安全を確保、秋刀魚漁本格支援に備えよ！,9,4
1110,秋刀魚祭り【拡張任務】新型陸軍対潜哨戒機配備！,旗艦に「山汐丸」「熊野丸」または「あきつ丸改」を配備。「三式指揮連絡機改」(★+7以上)を第1スロに<br>配備。「九九式艦爆」x4廃棄。水揚げ「秋刀魚」8尾、新型航空兵装資材x2、開発資材x18を準備せよ！,11,4
369,【鎮守府秋刀魚祭り】秋刀魚塩焼き演習！,第七駆逐隊各艦、「白雪」「夕雲」「沖波」「岸波」「朝霜」「磯風」「祥鳳」「満潮」「時雨改二/改三」<br>「Mogador」「Ranger」のうち4隻以上を含む艦隊で、本日中に演習【A判定】以上を4回達成せよ！,3,4
867,秋刀魚漁：くまりんこ秋刀魚漁！準備はよろしくて？,【秋刀魚漁】あら、熊野さん、なかなか筋がいいですわ！でも、この三隈も秋刀魚漁支援、負けませんわ！<br>新鮮な「秋刀魚」を16尾獲得いたしましょう！私達なら……できますわ！くまりんこ秋刀魚漁、開幕です！,8,4
868,秋刀魚漁：最上型秋刀魚祭り、いいじゃんいいじゃん！,【秋刀魚漁】あざーっす！提督、鈴谷達の鎮守府秋刀魚祭りもこれからがクライマックスだよ！ちょっちだけ<br>大変だけど「秋刀魚」を48尾、よゆーで集めちゃおっか！さ、熊野、どんどん獲って！塩焼き最高ぉっ！,8,4
960,【秋刀魚祭り拡張作戦】北方漁場防衛強化！,特務艦・工作艦・練習巡洋艦・陸軍空母を旗艦とした特務艦隊で、北方海域モーレイ海、アルフォンシーノ<br>方面、北方海域全域、北方AL海域へ反復！北方方面での秋刀魚漁支援と同海域の安全確保を図れ！,9,4
1144,秋刀魚祭り【拡張任務二〇二四】フィナーレ！,最上型旗艦第1スロに「20.3cm(3号)連装砲」(★+7以上)。「試製烈風 後期型」x2廃棄。「秋刀魚」<br>18尾、「雷電」(★+7以上)、新型航空兵装資材x3、開発資材x40、新型航空機設計図を準備せよ！,11,4
1022,【期間限定任務】「三十二駆」月次戦闘哨戒！,【期間限定哨戒】第三十二駆逐隊、夕雲型駆逐艦「玉波」「涼波」「藤波」「早波」「浜波」のうち<br>3隻以上を含む艦隊で、東部オリョール海、ジャム島沖、南方海域前面、ブルネイ沖の哨戒を実施せよ！,10,3
1145,【工廠任務】伊号潜水艦装備の拡充,旗艦潜水艦第1スロに「零式水上偵察機」(★+4以上)。「零式水上偵察機」x8廃棄。魚雷装備x15<br>を廃棄。「九三式水中聴音機」x4、新型航空兵装資材x1、開発資材x60、新型兵装資材x1を準備せよ！,11,4
962,【Xmas限定】Merry Xmas 駆逐隊、抜錨！,駆逐艦「親潮」「朝雲」「山雲」「霰」「朧」「漣」「潮」「曙」「夕雲」「早波」「浜波」「巻波」「岸波」<br>「早霜」「谷風」「初風」のうち4隻以上を含む艦隊で鎮守府正面海域、製油所地帯沿岸をXmas徹底警備！,9,4
1023,三十二駆「藤波改二」、鳥海を護衛せよ！,「藤波改二」旗艦、艦隊に「鳥海」及び第三十二駆逐隊1隻を含む部隊で、沖ノ島海域、沖ノ島沖、<br>タウイタウイ泊地沖(深部)、サーモン海域北方に出撃！「鳥海」を護衛しつつ、遊弋する敵を痛打せよ！,10,4
963,【Xmas限定】聖夜の特務艦隊、作戦開始！,旗艦及び同僚艦に「宗谷」「明石」「朝日」「神威」「速吸」「大鯨」「迅鯨」「長鯨」「平安丸」<br>「熊野丸」「山汐丸」「C.Teste」「瑞穂」を含む艦隊で、Xmasの南西諸島沖、バシー海峡を徹底哨戒せよ！,9,4
964,【Xmas限定】Xmas軽巡戦隊、獅子奮迅！,旗艦及び同僚艦に「球磨」「那珂」「矢矧改二/乙」「酒匂」「鹿島」「Sheffield」「Atlanta」<br>「大淀」「Gotland」を含む艦隊で、南西諸島防衛線、東部オリョール海、沖ノ島海域を反復撃滅せよ！,9,4
965,【拡張作戦】Xmas最終決戦、艦隊出撃せよ！,「Warspite」「Nevada」「Ranger」「Langley」「Johnston」「鈴谷」「熊野」「衣笠」3隻以上を含む<br>艦隊でカレー洋海域、カレー洋リランカ島沖、サブ島沖海域、中部北海域ピーコック島沖を制圧せよ！,9,4
1121,【年末年始】鎮守府大掃除！良いお年を！,"【年末年始鎮守府大掃除】「小口径主砲」「中口径主砲」「水上偵察機」x各10を廃棄。<br>「九六式艦戦」x8、「戦闘糧食」x4、鋼材2,024を準備、提督の皆さん、よいお年を！",11,4
1024,【年末年始】航空機による海上監視哨戒,航空母艦または航空戦艦を旗艦とした5隻以下の艦隊で、鎮守府海域南西諸島沖、製油所地帯沿岸、<br>南西諸島防衛線、北方海域モーレイ海の哨戒を実施！各海域の年末年始航空哨戒を実施せよ！,10,4
361,【年末年始】海上護衛部隊 特別演習！,【年末年始特別演習】第一艦隊旗艦第1及び第2スロに「応急修理要員」を装備。軽空母級1隻+駆逐艦<br>4隻以上または海防艦2隻以上を含む海上護衛演習を実施、本日中に【S判定】勝利を4回以上達成せよ！,3,4
1146,【年末年始】拡張大掃除&特別資源輸出-I,"【拡張大掃除&特別資源輸出】「艦上戦闘機」「艦上爆撃機」「艦上攻撃機」x各8を廃棄。<br>「発煙装置(煙幕)」x4、「家具箱(小)」x20、弾薬2,024を準備！特別資源輸出を実施せよ！",11,4
990,【年末年始】大掃除後の見廻り！警戒を厳に！,「曙」「対馬」「秋雲」「風雲」「Salmon」のうち1隻を旗艦に、もう1隻を随伴艦とする艦隊で、南西諸島<br>防衛線、バシー海峡、東部オリョール海、キス島沖、ジャム島沖に展開！各海域の特別哨戒を実施せよ！,9,4
1122,【年末年始】空技廠増加試作機祭り,"【年末年始試製任務】旗艦の第一スロに「九九式艦爆」(★+2以上)を搭載。「九九式艦爆」x9、<br>「彗星」x4を廃棄、開発資材x24、新型航空兵装資材x2、弾薬2,024を準備せよ！",11,4
1147,【年末年始】拡張大掃除&特別資源輸出-II,"【拡張大掃除&特別資源輸出】「中口径主砲」「魚雷」「爆雷兵装」x各10を廃棄。<br>「22号対水上電探」x4、「探照灯」x4、鋼材2,800を準備！特別資源輸出を拡大せよ！",11,4
801,恭賀新年！二〇二五年、艦隊抜錨せよ！,旗艦に軽巡級、随伴艦に駆逐艦2隻以上を含む艦隊で抜錨！鎮守府正面海域、南西諸島沖、<br>製油所地帯沿岸、南西諸島防衛線を哨戒、二〇二五年正月の鎮守府海域の安全を確保せよ！,8,4
802,賀正！令和七年、空母機動部隊、出撃始め！,旗艦に航空母艦、随伴艦に駆逐艦1隻以上を配備した空母機動部隊で、南西諸島近海、バシー海峡、<br>東部オリョール海、さらに鎮守府近海に展開！各海域の敵艦隊を捜索、これを捕捉撃滅せよ！,8,4
803,迎春2025年！精鋭重巡戦隊、北へ！西へ！,精鋭重巡洋艦(除く航巡)2隻以上を含む艦隊で、北方海域モーレイ海及びアルフォンシーノ方面、<br>西方海域ジャム島沖及びカレー洋海域に展開、各海域の敵艦隊を一掃せよ！艦隊、北へ！西へ！,8,4
378,新春限定！第六艦隊特別演習,【第六艦隊新春特別演習】潜水母艦旗艦、潜水艦を必ず含む潜水母艦及び潜水艦計3隻以上の<br>新春第六艦隊で、本日中に演習【A判定】勝利4回以上を達成せよ！第六艦隊新春演習、始めっ！,3,2
804,新春【拡張作戦】精鋭日米空母、新年協同作戦！,「Intrepid」「Hornet」「Ranger」「赤城」「加賀」「翔鶴」「瑞鶴」の2隻以上を含む艦隊で、沖ノ島沖、<br>珊瑚諸島沖、サーモン海域北方、タウイタウイ泊地沖深部、カレー洋リランカ島沖の敵を粉砕せよ！,8,4
379,【期間限定任務】「精鋭十一駆」特別演習！,【期間限定演習】第十一駆逐隊「吹雪改二」「白雪改二」「深雪改二」「初雪改」のうち2隻以上を含む<br>精鋭演習艦隊を編成。同艦隊で本日中に演習で【S判定】勝利を4回以上達成せよ！,3,2
840,【節分任務:豆】節分作戦二〇二五,節分任務：旗艦及び二番艦に「鳳翔」「朝日」「明石」「迅鯨」「長鯨」または第七駆逐隊を配備、<br>鎮守府正面海域、鎮守府海域南西諸島沖、製油所地帯沿岸に展開！節分反復哨戒を実施せよ！,8,2
329,【節分任務:枡】節分演習！二〇二五,節分任務：旗艦に潜水母艦または軽空母級、他に潜水艦2隻以上、または海防艦2隻以上、または<br>駆逐艦4隻以上が配備された節分演習艦隊を編成。同艦隊で、本日中に演習で3回以上勝利せよ！,3,1
1025,精鋭十一駆「白雪改二」、抜錨します！,「白雪改二」旗艦、他に吹雪型1隻以上を含む精鋭艦隊で、東部オリョール海、沖ノ島沖、<br>リランカ島、サブ島沖海域に進出！改吹雪型駆逐艦の実力を発揮し、敵艦隊を一掃せよ！,10,4
1148,【対空兵装の拡充】94式高射装置の増加配備,旗艦「白雪改二」または「吹雪改二」第一及び第二装備スロットに「91式高射装置」を装備。<br>開発資材x16及び改修資材x4を準備。「91式高射装置」x3、「13号対空電探」x3を廃棄せよ！,11,4
149,「第十一駆逐隊」を編成せよ！,編成任務：特I型駆逐艦「吹雪」「白雪」「初雪」「深雪」「叢雲」のうちの<br>4隻で構成される第十一駆逐隊を編成せよ！,1,4
841,【節分任務:鬼】南西方面節分作戦二〇二五,節分任務：旗艦及び二番艦に「Gloire」「Ranger」「Johnston」「神鷹」「大淀」「夕張」「早霜」<br>「朝霜」「風雲」を配備、南西諸島防衛線、南西諸島近海、バシー海峡を反復哨戒せよ！,8,2
843,【節分任務:柊】節分拡張作戦二〇二五 五穀豊穣！,節分拡張作戦：重巡洋艦2隻以上、その他に軽空母級1隻を含む精強重巡艦隊で東部オリョール海、<br>ジャム島沖、南方海域前面、ジャワ島沖最深部に節分展開！敵主力艦隊を捕捉、これを撃滅せよ！,8,2
441,【節分任務:恵方】令和七年節分遠征,節分遠征任務：「海上護衛任務」「兵站強化任務」「航空戦艦運用演習」「北号作戦」<br>及び「遠洋潜水艦作戦」の各遠征を実施、これらを成功させよ！,4,4
882,【節分任務:最終拡張作戦】節分二〇二五 平安祈願！,【節分最終拡張作戦】「阿賀野」「酒匂」「瑞穂」「深雪」「浦波」「天霧」「狭霧」「峯雲」のうち4隻<br>以上を含む艦隊で鎮守府近海、北方キス島沖、グアノ環礁沖海域に展開！敵艦隊を反復撃滅せよ！,8,4
645,「洋上補給」物資の調達,「三式弾」一つを廃棄し、燃料750及び弾薬750と「ドラム缶(輸送用)」二つと「九一式徹甲弾」一<br>つを用意せよ！※任務達成後、用意した資源及び必要装備(徹甲弾は改修値の低いもの優先)は消滅します。,6,3
674,工廠環境の整備,工廠整備任務：工廠環境の重整備を実施する。「機銃」系装備x3を廃<br>棄、鋼材300を準備せよ！※任務達成後、準備した資源は消費します。,6,1
360,第一線航空母艦「鳳翔改二」、演習開始！,改装を完了した航空母艦「鳳翔改二」または同戦力投射母艦「鳳翔改二戦」を旗艦、そし<br>て駆逐艦3隻以上を含む演習艦隊を編成！本日中に【S判定】勝利を5回以上達成せよ！,3,4
376,「第三戦隊」精鋭第二小隊、特別演習！,【第三戦隊演習】第三戦隊精鋭第二小隊「比叡改二/丙」「霧島改二/丙」を基幹とし、随伴に<br>軽巡1隻、駆逐艦2隻以上を含む演習艦隊で、本日中に演習【S判定】勝利5回以上を達成せよ！,3,4
637,「熟練搭乗員」養成,勲章x2消費：「鳳翔」秘書艦に練度max及び改修max「九六式艦<br>戦」を搭載、熟練搭乗員を養成せよ！(任務達成後、部隊は消滅します),6,5
654,精鋭複葉機飛行隊の編成,"精鋭複葉機飛行隊の編成：秘書艦「Ark Royal」に改修max「Swordfish」を一番スロットに搭載、「<br>Swordfish」x1「Fulmar」x2を廃棄、「熟練搭乗員」、弾薬とボーキサイトを各1,500用意せよ！",6,5
666,精鋭「瑞雲」隊の編成,秘書艦「日向改」の四番スロットに改修max「瑞雲(六三四空)」を搭載して、ドラム缶(輸送用)x2を廃<br>棄。さらに「九九式艦爆」x2「瑞雲」x2を用意せよ！　※新飛行隊を編成する「熟練搭乗員」が必要です。,6,4
670,夜戦型艦上戦闘機の性能強化,"練度&改修maxの「F6F-5」を秘書艦一番スロットに搭載、 「13号対空電探」x2 「22号対水上電探<br>」x2を廃棄、開発資材x40、改修資材x8、ボーキサイト6,000、「新型航空兵装資材」x1を準備せよ！",6,4
685,駆逐艦主砲兵装の戦時改修,旗艦特型駆逐艦の第一スロに「12.7cm連装砲A型改二」改修maxを装備、 「10cm連装高角砲<br>」x4 「94式高射装置」x1を廃棄、開発資材x30、鋼材900、新型砲熕兵装資材x1を準備せよ！,6,4
688,航空戦力の強化,"航空戦力強化任務：「艦戦」「艦爆」「艦攻」「水偵」を各3装備ずつ廃棄、さらに熟練搭乗員x1、及びボ<br>ーキサイト1,800を準備せよ！(任務達成後、熟練搭乗員x1及びボーキサイト1,800は消滅します)",6,5
717,続：「軽巡」級の改修工事を実施せよ！,軽巡近代化改修：鋼材900及び弾薬900を準備して、任意の軽巡級を近代化改修！[<br>重巡級]x3隻同時使用により2回成功させよ！※任務達成後、準備資源は消費します。,7,5
861,強行輸送艦隊、抜錨！,航路護衛任務：航空戦艦(または補給艦でも可)2隻を中核とした艦隊で、「<br>1-6」における輸送船団護衛作戦を実施。同輸送護衛作戦を2回成功させよ！,8,5
1103,潜水艦強化兵装の量産,「61cm三連装(酸素)魚雷」x3廃棄、開発資材x60と「九三式水中聴音機」「13号対空電探改」<br>各x2を準備せよ！　※任務達成後、用意した開発資材及び必要装備(低改修値のもの優先)は消費します。,11,5
1108,調整改良型「水中探信儀」の増産,"旗艦「山風改二/丁」または「時雨改二」第一装備スロに最大改修「三式水中探信儀」。「九三式水中聴音機<br>」及び「三式水中探信儀」各x2廃棄。新型兵装資材x2、開発資材x30、ボーキ1,300を準備せよ！",11,4
1111,精鋭「一式陸攻」隊の編成,精鋭陸攻隊の編成：野中隊長率いる精鋭陸攻隊の編成を行う！「一式陸攻 二二型甲」(最大改修)x1<br>、さらに「一式陸攻」x2、熟練搭乗員x3を準備せよ！(任務達成後、用意した必要装備は消滅します),11,4
1123,改良三座水上偵察機の増備,旗艦「利根改二」または「由良改二」第一スロに最大改修「零式水上偵察機」。「九七式艦攻(九三<br>一空)」x2廃棄、ボーキ950、新型航空兵装資材x2、開発資材x35、熟練搭乗員x2を準備！,11,5
1132,改良D型砲の配備,旗艦「清霜改二/丁」の第一装備スロットに、「12.7cm連装砲D型改二」 (★+8以上)を装備。開<br>発資材x22、新型砲熕兵装資材x1、「12.7cm連装砲」x10、弾薬350、改修資材x8を準備！,11,4
1134,22号対水上電探の改良,旗艦「時雨改二/改三」または「満潮改二」第一装備スロに「22号対水上電探改四(★max)」<br>を装備。開発資材x22、新型兵装資材x2、「22号対水上電探」x4、改修資材x6を準備せよ！,11,4
1139,【艦隊通信能力の強化】通信要員の育成,旗艦「大淀」の第一スロに「13号対空電探」を装備。開発資材x20準備。「21号対空電探」x<br>2、「13号対空電探」x2、「戦闘糧食」x3を廃棄せよ！(任務達成後、開発資材は消費します),11,4
1140,【新鋭海外艦装備】新型四連装主砲の開発,旗艦「Richelieu Deux」第一及び第二スロに「38cm四連装砲改」を装備。開発資材x2<br>0及び海外艦最新技術x1を準備。「41cm連装砲」x4を廃棄せよ！(任務達成後資材・装備は消費),11,4
1143,「霧島改二丙」改装工廠任務,"旗艦「霧島改二丙」第一スロに「35.6cm連装砲改二」(★+8以上)装備。「35.6cm連装砲」x<br>8を廃棄。「35.6cm連装砲改」x1、新型砲熕兵装資材x2、鋼材7,800、新型兵装資材x2準備！",11,4
1145,【工廠任務】伊号潜水艦装備の拡充,旗艦潜水艦第1スロに「零式水上偵察機」(★+4以上)。「零式水上偵察機」x8廃棄。魚雷装備x15を<br>廃棄。「九三式水中聴音機」x4、新型航空兵装資材x1、開発資材x60、新型兵装資材x1を準備せよ！,11,4
1148,【対空兵装の拡充】94式高射装置の増加配備,旗艦「白雪改二」または「吹雪改二」第一及び第二装備スロットに「91式高射装置」を装備。開発<br>資材x16及び改修資材x4を準備。「91式高射装置」x3、「13号対空電探」x3を廃棄せよ！,11,4
318,給糧艦「伊良湖」の支援,伊良湖支援任務：軽巡を2隻以上配備した第一艦隊で本日中に演習で3回「勝利」、その<br>後、第一艦隊旗艦に戦闘糧食を二つ装備せよ！　※任務達成後、同戦闘糧食は消費します,3,3
348,「精鋭軽巡」演習！,旗艦に軽巡級(雷巡を除く)、旗艦含む3隻以上の軽巡級と随伴駆逐艦2隻を配備した軽巡<br>演習艦隊を編成、同艦隊により本日中に演習で【A判定】以上の勝利を4回以上達成せよ！,3,5
676,装備開発力の集中整備,"工廠環境の集中整備を実施する！「中口径主砲」系装備x3、「副砲」系装備x3、「ドラム缶(<br>輸送用)」x1を廃棄、鋼材2,400を準備せよ！　※任務達成後、準備した資源は消費します。",6,2
686,戦時改修A型高角砲の量産,旗艦特型駆逐艦の第一スロに「12.7cm連装砲A型改二」改修maxを装備、 「10cm連装高角砲」<br>x4 「94式高射装置」x1を廃棄、開発資材x30、鋼材900、新型砲熕兵装資材x1を再び準備せよ！,6,5
696,最精鋭「瑞雲」隊の編成,"旗艦「伊勢改二」「日向改二」第一スロに「瑞雲改二(六三四空)」※改修max。「瑞雲」x6「彗星」x3、「<br>試製烈風 後期型」x1廃棄、弾薬2,000、ボーキ8,000、新型航空兵装資材x1、熟練搭乗員x2を準備！",6,4
1133,逆探及び改良水上電探の実戦配備,旗艦「清霜改二/丁」または「朝霜改二」第一装備スロに「22号対水上電探改四(後期調整型)」を<br>装備。 開発資材x40、「13号対空電探改(後期型)」(★+4以上)x1、改修資材x6を準備！,11,4
1141,最新改修型三座水上偵察機の開発,旗艦「大和改二/重」または「由良改二」「矢矧改二/乙」第一スロに最大改修「零式水上偵察機11型乙<br>」。「零式水上偵察機」x15廃棄、新型航空兵装資材x2、開発資材x60、夜間熟練搭乗員x1準備！,11,4
1142,最精鋭「天山」装備艦攻隊の配備,旗艦「翔鶴改二/甲」第一スロに「天山一二型(村田隊)」配備。「天山」x4を廃棄。「天山一二型甲<br>改(空六号電探改装備機)」x1、新型航空兵装資材x2、開発資材x48、夜間熟練搭乗員x1準備！,11,4
198,精強！「第七駆逐隊」抜錨準備せよ！,第七駆逐隊編成任務：全艦一次改装を終えた第七駆逐隊「朧改」「漣改」「曙<br>改」「潮改」(改二改装以降も可)による精強七駆(4隻編成)を編成せよ！,1,4
317,甲型駆逐艦の戦力整備計画,甲型駆逐艦整備任務：甲型駆逐艦【夕雲型/陽炎型】を2隻以上配備した第一艦隊で演習で3回「勝利<br>」、その後、同艦隊を南西諸島海域に投入。各出撃で得られた戦訓を艦隊型駆逐艦戦力整備に活用せよ！,3,4
330,空母機動部隊、演習始め！,空母機動部隊演習任務：航空母艦旗艦他1隻計2隻以上及び駆逐艦2隻を含む空母機動部<br>隊を編成。機動部隊各艦の練度向上を図る！同艦隊で、本日中に演習で4回以上勝利せよ！,3,5
337,「十八駆」演習！,駆逐艦演習任務：第十八駆逐隊「霞」「霰」「陽炎」「不知火」の4隻を含む演習艦隊を編成<br>。同艦隊で本日中に演習で【S判定】勝利3回以上を達成せよ！精鋭十八駆に落ち度など無し！,3,5
343,航空母艦演習,航空母艦演習任務：正規空母を旗艦に、また僚艦に正規空母を1隻以上、さらに駆逐艦2隻以上<br>を含む艦隊を編成。航空母艦の練度向上を図る！同艦隊で、本日中に4回以上演習で勝利せよ！,3,4
350,精鋭「第七駆逐隊」演習開始！,七駆演習任務：第七駆逐隊「朧」「曙」「漣」「潮」の4隻を含む演習艦隊を<br>編成、本日中に【A判定】勝利3回以上達成せよ。精鋭第七駆逐隊、演習開始！,3,5
353,「巡洋艦戦隊」演習！,「重巡洋艦」または「航空巡洋艦」、旗艦を含む重巡級4隻による巡洋艦戦隊を基幹<br>とし、随伴駆逐艦2隻による計6隻編成の艦隊で、本日中に5回以上演習で勝利せよ！,3,5
358,「Taffy Ⅲ」 This is a drill!,"「Samuel B.Roberts」「Johnston」「Gambier Bay」の三隻を含む任務部隊「Taffy Ⅲ」を編成、本<br>日中に演習で【S判定】勝利を4回以上達成せよ！This is a drill. I repeat, this is a drill.",3,4
362,特型初代「第十一駆逐隊」演習スペシャル！,駆逐艦演習任務：第十一駆逐隊「吹雪」「白雪」「初雪」「深雪」の4隻を含む演習艦隊を編<br>成。同艦隊で本日中に演習で【A判定】勝利以上を4回以上達成せよ！特I型演習スペシャル！,3,5
368,「十六駆」演習！,駆逐隊演習：第十六駆逐隊「天津風」「雪風」「時津風」「初風」のうち2隻以上を含む演習艦隊を編成<br>。同演習艦隊で本日中に演習【S判定】勝利3回以上を達成せよ！　いい風きてる？十六駆、演習開始！,3,5
621,陸戦用装備の艦載運用研究,"第一艦隊旗艦軽巡級の第一装備スロに「7.7mm機銃」装備。「25mm単装機銃」x2、「ドラム缶(輸送用)」<br>x2、「12cm30連装噴進砲」x1を廃棄。弾薬x1,700、開発資材x30、高速建造材x10を準備せよ！",6,4
643,主力「陸攻」の調達,主力陸上攻撃機「一式陸攻」の新規調達を行う。「零式艦戦21型」を二つ「工廠」で廃棄し、「九<br>六式陸攻」一つと「九七式艦攻」二つを準備せよ！(任務達成後、用意した必要装備は消滅します),6,5
653,工廠稼働！次期作戦準備！,"「14cm単装砲」x6廃棄、家具コイン6,000と「35.6cm連装砲」「九六式艦戦」各三つ<br>を準備せよ！　※任務達成後、用意した家具コイン及び必要装備(低改修値のもの優先)は消費します。",6,5
657,新型兵装開発整備の強化,"新型兵装の開発体制整備を実施する！「小口径主砲」系装備x6、「中口径主砲」系装備x5、「魚<br>雷」系装備x4を廃棄、鋼材4,000を準備せよ！　※任務達成後、準備した資源は消費します。",6,5
658,潜水艦武装の強化,「61cm三連装魚雷」を四つ廃棄、開発資材x120と「61cm四連装(酸素)魚雷」「九三式水中聴音機<br>」各三つを準備せよ！　※任務達成後、用意した開発資材及び必要装備(低改修値のもの優先)は消費します。,6,4
663,新型艤装の継続研究,"工廠任務：新型艤装の開発を継続実施する。「大口径主砲」系装備x10を廃棄、鉄鋼18,000を準備<br>せよ！※任務達成後、準備した資源は消費します。「勲章」と「新型砲熕兵装資材」の獲得選択が可能です。",6,5
665,民生産業への協力,"工廠任務：軍需物資を放出し、民生産業に協力する。「小口径主砲」系装備x16を廃棄、燃料12,00<br>0を準備せよ！※任務達成後、準備した資源は消費します。「勲章」と「兵装資材」の獲得選択が可能です。",6,4
680,対空兵装の整備拡充,"対空兵装の整備拡充を継続実施する！「機銃」系装備x4、「電探」系装備x4を廃棄<br>、ボーキサイト1,500を準備せよ！　※任務達成後、準備した資源は消費します。",6,5
681,航空戦力の再編増強準備,"航空戦力の再編増強準備を実施する！　「艦爆」系装備x4、「艦攻」系装備x4を廃棄、開発<br>資材20及びボーキサイト1,600を準備せよ！　※任務達成後、準備した資材は消費します。",6,5
